frame.number	frame.time_relative	usb.bus_id	usb.device_address	usb.idVendor	usb.idProduct	usb.bcdDevice	usb.iManufacturer	usb.iProduct	usb.endpoint_address
1180	7.407849000	5	14	0x057e	0x2069	0x0101	1	2	0x80
