frame.number	frame.time_relative	usb.endpoint_address	usb.endpoint_address.direction	usb.endpoint_address.number	usb.transfer_type	usb.urb_type	usb.data_len	usb.capdata
27945	40.533184000	0x81	1	1	0x01		64	
27946	40.533203000	0x81	1	1	0x01		0	
27947	40.537185000	0x81	1	1	0x01		64	
27948	40.537204000	0x81	1	1	0x01		0	
27949	40.541186000	0x81	1	1	0x01		64	
27950	40.541204000	0x81	1	1	0x01		0	
27953	40.545185000	0x81	1	1	0x01		64	
27954	40.545199000	0x81	1	1	0x01		0	
27957	40.549185000	0x81	1	1	0x01		64	
27958	40.549205000	0x81	1	1	0x01		0	
27959	40.553187000	0x81	1	1	0x01		64	
27960	40.553208000	0x81	1	1	0x01		0	
27961	40.557184000	0x81	1	1	0x01		64	
27962	40.557203000	0x81	1	1	0x01		0	
27963	40.561187000	0x81	1	1	0x01		64	
27964	40.561207000	0x81	1	1	0x01		0	
27967	40.565189000	0x81	1	1	0x01		64	
27968	40.565209000	0x81	1	1	0x01		0	
27969	40.569193000	0x81	1	1	0x01		64	
27970	40.569213000	0x81	1	1	0x01		0	
27971	40.573184000	0x81	1	1	0x01		64	
27972	40.573202000	0x81	1	1	0x01		0	
27973	40.577218000	0x81	1	1	0x01		64	
27974	40.577244000	0x81	1	1	0x01		0	
27977	40.581186000	0x81	1	1	0x01		64	
27978	40.581200000	0x81	1	1	0x01		0	
27979	40.585185000	0x81	1	1	0x01		64	
27980	40.585203000	0x81	1	1	0x01		0	
27981	40.589310000	0x81	1	1	0x01		64	
27982	40.589328000	0x81	1	1	0x01		0	
27983	40.593186000	0x81	1	1	0x01		64	
27984	40.593204000	0x81	1	1	0x01		0	
27985	40.597186000	0x81	1	1	0x01		64	
27986	40.597208000	0x81	1	1	0x01		0	
27987	40.601188000	0x81	1	1	0x01		64	
27988	40.601209000	0x81	1	1	0x01		0	
27989	40.605186000	0x81	1	1	0x01		64	
27990	40.605208000	0x81	1	1	0x01		0	
27991	40.609185000	0x81	1	1	0x01		64	
27992	40.609203000	0x81	1	1	0x01		0	
27993	40.613184000	0x81	1	1	0x01		64	
27994	40.613202000	0x81	1	1	0x01		0	
27995	40.617188000	0x81	1	1	0x01		64	
27996	40.617208000	0x81	1	1	0x01		0	
27997	40.621223000	0x81	1	1	0x01		64	
27998	40.621242000	0x81	1	1	0x01		0	
27999	40.625188000	0x81	1	1	0x01		64	
28000	40.625207000	0x81	1	1	0x01		0	
28001	40.629188000	0x81	1	1	0x01		64	
28002	40.629208000	0x81	1	1	0x01		0	
28007	40.633186000	0x81	1	1	0x01		64	
28008	40.633213000	0x81	1	1	0x01		0	
28009	40.637186000	0x81	1	1	0x01		64	
28010	40.637205000	0x81	1	1	0x01		0	
28011	40.641186000	0x81	1	1	0x01		64	
28012	40.641207000	0x81	1	1	0x01		0	
28013	40.645203000	0x81	1	1	0x01		64	
28014	40.645224000	0x81	1	1	0x01		0	
28015	40.649189000	0x81	1	1	0x01		64	
28016	40.649211000	0x81	1	1	0x01		0	
28017	40.653187000	0x81	1	1	0x01		64	
28018	40.653210000	0x81	1	1	0x01		0	
28019	40.657186000	0x81	1	1	0x01		64	
28020	40.657205000	0x81	1	1	0x01		0	
28021	40.661186000	0x81	1	1	0x01		64	
28022	40.661206000	0x81	1	1	0x01		0	
28029	40.665185000	0x81	1	1	0x01		64	
28030	40.665205000	0x81	1	1	0x01		0	
28033	40.669187000	0x81	1	1	0x01		64	
28034	40.669207000	0x81	1	1	0x01		0	
28035	40.673188000	0x81	1	1	0x01		64	
28036	40.673208000	0x81	1	1	0x01		0	
28037	40.677206000	0x81	1	1	0x01		64	
28038	40.677225000	0x81	1	1	0x01		0	
28043	40.681186000	0x81	1	1	0x01		64	
28044	40.681215000	0x81	1	1	0x01		0	
28045	40.685189000	0x81	1	1	0x01		64	
28046	40.685213000	0x81	1	1	0x01		0	
28049	40.689189000	0x81	1	1	0x01		64	
28050	40.689213000	0x81	1	1	0x01		0	
28051	40.693291000	0x81	1	1	0x01		64	
28052	40.693316000	0x81	1	1	0x01		0	
28053	40.697193000	0x81	1	1	0x01		64	
28054	40.697224000	0x81	1	1	0x01		0	
28057	40.701192000	0x81	1	1	0x01		64	
28058	40.701216000	0x81	1	1	0x01		0	
28059	40.705246000	0x81	1	1	0x01		64	
28060	40.705269000	0x81	1	1	0x01		0	
28061	40.709193000	0x81	1	1	0x01		64	
28062	40.709216000	0x81	1	1	0x01		0	
28063	40.713190000	0x81	1	1	0x01		64	
28064	40.713221000	0x81	1	1	0x01		0	
28065	40.717188000	0x81	1	1	0x01		64	
28066	40.717216000	0x81	1	1	0x01		0	
28067	40.721196000	0x81	1	1	0x01		64	
28068	40.721222000	0x81	1	1	0x01		0	
28071	40.725189000	0x81	1	1	0x01		64	
28072	40.725204000	0x81	1	1	0x01		0	
28073	40.729194000	0x81	1	1	0x01		64	
28074	40.729238000	0x81	1	1	0x01		0	
28075	40.733187000	0x81	1	1	0x01		64	
28076	40.733209000	0x81	1	1	0x01		0	
28077	40.737190000	0x81	1	1	0x01		64	
28078	40.737218000	0x81	1	1	0x01		0	
28081	40.741189000	0x81	1	1	0x01		64	
28082	40.741202000	0x81	1	1	0x01		0	
28083	40.745190000	0x81	1	1	0x01		64	
28084	40.745209000	0x81	1	1	0x01		0	
28087	40.749191000	0x81	1	1	0x01		64	
28088	40.749213000	0x81	1	1	0x01		0	
28089	40.753188000	0x81	1	1	0x01		64	
28090	40.753224000	0x81	1	1	0x01		0	
28091	40.757193000	0x81	1	1	0x01		64	
28092	40.757228000	0x81	1	1	0x01		0	
28097	40.761188000	0x81	1	1	0x01		64	
28098	40.761208000	0x81	1	1	0x01		0	
28099	40.765188000	0x81	1	1	0x01		64	
28100	40.765207000	0x81	1	1	0x01		0	
28101	40.769187000	0x81	1	1	0x01		64	
28102	40.769207000	0x81	1	1	0x01		0	
28103	40.773188000	0x81	1	1	0x01		64	
28104	40.773209000	0x81	1	1	0x01		0	
28105	40.777191000	0x81	1	1	0x01		64	
28106	40.777226000	0x81	1	1	0x01		0	
28109	40.781188000	0x81	1	1	0x01		64	
28110	40.781201000	0x81	1	1	0x01		0	
28111	40.785189000	0x81	1	1	0x01		64	
28112	40.785211000	0x81	1	1	0x01		0	
28113	40.789237000	0x81	1	1	0x01		64	
28114	40.789262000	0x81	1	1	0x01		0	
28115	40.793189000	0x81	1	1	0x01		64	
28116	40.793214000	0x81	1	1	0x01		0	
28117	40.797194000	0x81	1	1	0x01		64	
28118	40.797216000	0x81	1	1	0x01		0	
28121	40.801196000	0x81	1	1	0x01		64	
28122	40.801365000	0x81	1	1	0x01		0	
28123	40.805188000	0x81	1	1	0x01		64	
28124	40.805207000	0x81	1	1	0x01		0	
28125	40.809194000	0x81	1	1	0x01		64	
28126	40.809222000	0x81	1	1	0x01		0	
28127	40.813187000	0x81	1	1	0x01		64	
28128	40.813206000	0x81	1	1	0x01		0	
28129	40.817188000	0x81	1	1	0x01		64	
28130	40.817207000	0x81	1	1	0x01		0	
28135	40.821188000	0x81	1	1	0x01		64	
28136	40.821201000	0x81	1	1	0x01		0	
28137	40.825187000	0x81	1	1	0x01		64	
28138	40.825206000	0x81	1	1	0x01		0	
28139	40.829188000	0x81	1	1	0x01		64	
28140	40.829207000	0x81	1	1	0x01		0	
28141	40.833194000	0x81	1	1	0x01		64	
28142	40.833218000	0x81	1	1	0x01		0	
28143	40.837185000	0x81	1	1	0x01		64	
28144	40.837203000	0x81	1	1	0x01		0	
28149	40.841188000	0x81	1	1	0x01		64	
28150	40.841202000	0x81	1	1	0x01		0	
28151	40.845225000	0x81	1	1	0x01		64	
28152	40.845248000	0x81	1	1	0x01		0	
28153	40.849188000	0x81	1	1	0x01		64	
28154	40.849207000	0x81	1	1	0x01		0	
28155	40.853188000	0x81	1	1	0x01		64	
28156	40.853208000	0x81	1	1	0x01		0	
28157	40.857193000	0x81	1	1	0x01		64	
28158	40.857218000	0x81	1	1	0x01		0	
28159	40.861191000	0x81	1	1	0x01		64	
28160	40.861218000	0x81	1	1	0x01		0	
28161	40.865188000	0x81	1	1	0x01		64	
28162	40.865208000	0x81	1	1	0x01		0	
28163	40.869189000	0x81	1	1	0x01		64	
28164	40.869209000	0x81	1	1	0x01		0	
28165	40.873188000	0x81	1	1	0x01		64	
28166	40.873207000	0x81	1	1	0x01		0	
28169	40.877186000	0x81	1	1	0x01		64	
28170	40.877197000	0x81	1	1	0x01		0	
28173	40.881240000	0x81	1	1	0x01		64	
28174	40.881260000	0x81	1	1	0x01		0	
28175	40.885189000	0x81	1	1	0x01		64	
28176	40.885210000	0x81	1	1	0x01		0	
28177	40.889195000	0x81	1	1	0x01		64	
28178	40.889228000	0x81	1	1	0x01		0	
28179	40.893193000	0x81	1	1	0x01		64	
28180	40.893214000	0x81	1	1	0x01		0	
28181	40.897245000	0x81	1	1	0x01		64	
28182	40.897279000	0x81	1	1	0x01		0	
28187	40.901194000	0x81	1	1	0x01		64	
28188	40.901209000	0x81	1	1	0x01		0	
28189	40.905188000	0x81	1	1	0x01		64	
28190	40.905207000	0x81	1	1	0x01		0	
28191	40.909190000	0x81	1	1	0x01		64	
28192	40.909210000	0x81	1	1	0x01		0	
28193	40.913188000	0x81	1	1	0x01		64	
28194	40.913207000	0x81	1	1	0x01		0	
28195	40.917191000	0x81	1	1	0x01		64	
28196	40.917210000	0x81	1	1	0x01		0	
28197	40.921191000	0x81	1	1	0x01		64	
28198	40.921210000	0x81	1	1	0x01		0	
28203	40.925189000	0x81	1	1	0x01		64	
28204	40.925207000	0x81	1	1	0x01		0	
28205	40.929188000	0x81	1	1	0x01		64	
28206	40.929227000	0x81	1	1	0x01		0	
28207	40.933191000	0x81	1	1	0x01		64	
28208	40.933212000	0x81	1	1	0x01		0	
28209	40.937189000	0x81	1	1	0x01		64	
28210	40.937208000	0x81	1	1	0x01		0	
28211	40.941190000	0x81	1	1	0x01		64	
28212	40.941210000	0x81	1	1	0x01		0	
28215	40.945188000	0x81	1	1	0x01		64	
28216	40.945208000	0x81	1	1	0x01		0	
28217	40.949190000	0x81	1	1	0x01		64	
28218	40.949210000	0x81	1	1	0x01		0	
28219	40.953190000	0x81	1	1	0x01		64	
28220	40.953210000	0x81	1	1	0x01		0	
28221	40.957189000	0x81	1	1	0x01		64	
28222	40.957207000	0x81	1	1	0x01		0	
28225	40.961189000	0x81	1	1	0x01		64	
28226	40.961201000	0x81	1	1	0x01		0	
28227	40.965189000	0x81	1	1	0x01		64	
28228	40.965215000	0x81	1	1	0x01		0	
28229	40.969189000	0x81	1	1	0x01		64	
28230	40.969212000	0x81	1	1	0x01		0	
28231	40.973189000	0x81	1	1	0x01		64	
28232	40.973214000	0x81	1	1	0x01		0	
28233	40.977194000	0x81	1	1	0x01		64	
28234	40.977214000	0x81	1	1	0x01		0	
28235	40.981189000	0x81	1	1	0x01		64	
28236	40.981208000	0x81	1	1	0x01		0	
28241	40.985189000	0x81	1	1	0x01		64	
28242	40.985208000	0x81	1	1	0x01		0	
28243	40.989192000	0x81	1	1	0x01		64	
28244	40.989238000	0x81	1	1	0x01		0	
28245	40.993191000	0x81	1	1	0x01		64	
28246	40.993211000	0x81	1	1	0x01		0	
28247	40.997191000	0x81	1	1	0x01		64	
28248	40.997214000	0x81	1	1	0x01		0	
28249	41.001268000	0x81	1	1	0x01		64	
28250	41.001289000	0x81	1	1	0x01		0	
28255	41.005190000	0x81	1	1	0x01		64	
28256	41.005203000	0x81	1	1	0x01		0	
28257	41.009189000	0x81	1	1	0x01		64	
28258	41.009208000	0x81	1	1	0x01		0	
28259	41.013191000	0x81	1	1	0x01		64	
28260	41.013211000	0x81	1	1	0x01		0	
28261	41.017190000	0x81	1	1	0x01		64	
28262	41.017209000	0x81	1	1	0x01		0	
28263	41.021190000	0x81	1	1	0x01		64	
28264	41.021209000	0x81	1	1	0x01		0	
28267	41.025189000	0x81	1	1	0x01		64	
28268	41.025202000	0x81	1	1	0x01		0	
28269	41.029190000	0x81	1	1	0x01		64	
28270	41.029209000	0x81	1	1	0x01		0	
28271	41.033190000	0x81	1	1	0x01		64	
28272	41.033209000	0x81	1	1	0x01		0	
28273	41.037189000	0x81	1	1	0x01		64	
28274	41.037207000	0x81	1	1	0x01		0	
28275	41.041190000	0x81	1	1	0x01		64	
28276	41.041209000	0x81	1	1	0x01		0	
28279	41.045190000	0x81	1	1	0x01		64	
28280	41.045208000	0x81	1	1	0x01		0	
28281	41.049189000	0x81	1	1	0x01		64	
28282	41.049207000	0x81	1	1	0x01		0	
28283	41.053190000	0x81	1	1	0x01		64	
28284	41.053208000	0x81	1	1	0x01		0	
28285	41.057190000	0x81	1	1	0x01		64	
28286	41.057208000	0x81	1	1	0x01		0	
28287	41.061191000	0x81	1	1	0x01		64	
28288	41.061210000	0x81	1	1	0x01		0	
28295	41.065189000	0x81	1	1	0x01		64	
28296	41.065201000	0x81	1	1	0x01		0	
28297	41.069197000	0x81	1	1	0x01		64	
28298	41.069217000	0x81	1	1	0x01		0	
28299	41.073189000	0x81	1	1	0x01		64	
28300	41.073208000	0x81	1	1	0x01		0	
28301	41.077189000	0x81	1	1	0x01		64	
28302	41.077208000	0x81	1	1	0x01		0	
28305	41.081215000	0x81	1	1	0x01		64	
28306	41.081235000	0x81	1	1	0x01		0	
28307	41.085192000	0x81	1	1	0x01		64	
28308	41.085212000	0x81	1	1	0x01		0	
28309	41.089193000	0x81	1	1	0x01		64	
28310	41.089216000	0x81	1	1	0x01		0	
28311	41.093195000	0x81	1	1	0x01		64	
28312	41.093221000	0x81	1	1	0x01		0	
28313	41.097195000	0x81	1	1	0x01		64	
28314	41.097237000	0x81	1	1	0x01		0	
28317	41.101192000	0x81	1	1	0x01		64	
28318	41.101214000	0x81	1	1	0x01		0	
28319	41.105191000	0x81	1	1	0x01		64	
28320	41.105215000	0x81	1	1	0x01		0	
28321	41.109192000	0x81	1	1	0x01		64	
28322	41.109212000	0x81	1	1	0x01		0	
28323	41.113191000	0x81	1	1	0x01		64	
28324	41.113212000	0x81	1	1	0x01		0	
28325	41.117192000	0x81	1	1	0x01		64	
28326	41.117214000	0x81	1	1	0x01		0	
28329	41.121193000	0x81	1	1	0x01		64	
28330	41.121216000	0x81	1	1	0x01		0	
28331	41.125192000	0x81	1	1	0x01		64	
28332	41.125219000	0x81	1	1	0x01		0	
28333	41.129194000	0x81	1	1	0x01		64	
28334	41.129224000	0x81	1	1	0x01		0	
28335	41.133195000	0x81	1	1	0x01		64	
28336	41.133217000	0x81	1	1	0x01		0	
28337	41.137195000	0x81	1	1	0x01		64	
28338	41.137220000	0x81	1	1	0x01		0	
28343	41.141218000	0x81	1	1	0x01		64	
28344	41.141239000	0x81	1	1	0x01		0	
28345	41.145193000	0x81	1	1	0x01		64	
28346	41.145218000	0x81	1	1	0x01		0	
28347	41.149199000	0x81	1	1	0x01		64	
28348	41.149239000	0x81	1	1	0x01		0	
28349	41.153195000	0x81	1	1	0x01		64	
28350	41.153224000	0x81	1	1	0x01		0	
28351	41.157197000	0x81	1	1	0x01		64	
28352	41.157222000	0x81	1	1	0x01		0	
28357	41.161194000	0x81	1	1	0x01		64	
28358	41.161237000	0x81	1	1	0x01		0	
28359	41.165229000	0x81	1	1	0x01		64	
28360	41.165257000	0x81	1	1	0x01		0	
28361	41.169195000	0x81	1	1	0x01		64	
28362	41.169219000	0x81	1	1	0x01		0	
28363	41.173192000	0x81	1	1	0x01		64	
28364	41.173219000	0x81	1	1	0x01		0	
28367	41.177192000	0x81	1	1	0x01		64	
28368	41.177210000	0x81	1	1	0x01		0	
28369	41.181196000	0x81	1	1	0x01		64	
28370	41.181224000	0x81	1	1	0x01		0	
28371	41.185194000	0x81	1	1	0x01		64	
28372	41.185219000	0x81	1	1	0x01		0	
28373	41.189193000	0x81	1	1	0x01		64	
28374	41.189218000	0x81	1	1	0x01		0	
28375	41.193195000	0x81	1	1	0x01		64	
28376	41.193220000	0x81	1	1	0x01		0	
28379	41.197215000	0x81	1	1	0x01		64	
28380	41.197238000	0x81	1	1	0x01		0	
28381	41.201211000	0x81	1	1	0x01		64	
28382	41.201248000	0x81	1	1	0x01		0	
28383	41.205195000	0x81	1	1	0x01		64	
28384	41.205218000	0x81	1	1	0x01		0	
28385	41.209197000	0x81	1	1	0x01		64	
28386	41.209223000	0x81	1	1	0x01		0	
28387	41.213327000	0x81	1	1	0x01		64	
28388	41.213357000	0x81	1	1	0x01		0	
28389	41.217195000	0x81	1	1	0x01		64	
28390	41.217217000	0x81	1	1	0x01		0	
28391	41.221194000	0x81	1	1	0x01		64	
28392	41.221218000	0x81	1	1	0x01		0	
28393	41.225195000	0x81	1	1	0x01		64	
28394	41.225218000	0x81	1	1	0x01		0	
28395	41.229195000	0x81	1	1	0x01		64	
28396	41.229218000	0x81	1	1	0x01		0	
28397	41.233199000	0x81	1	1	0x01		64	
28398	41.233224000	0x81	1	1	0x01		0	
28399	41.237199000	0x81	1	1	0x01		64	
28400	41.237224000	0x81	1	1	0x01		0	
28407	41.241194000	0x81	1	1	0x01		64	
28408	41.241210000	0x81	1	1	0x01		0	
28411	41.245202000	0x81	1	1	0x01		64	
28412	41.245227000	0x81	1	1	0x01		0	
28413	41.249195000	0x81	1	1	0x01		64	
28414	41.249217000	0x81	1	1	0x01		0	
28415	41.253195000	0x81	1	1	0x01		64	
28416	41.253218000	0x81	1	1	0x01		0	
28419	41.257197000	0x81	1	1	0x01		64	
28420	41.257216000	0x81	1	1	0x01		0	
28425	41.261193000	0x81	1	1	0x01		64	
28426	41.261209000	0x81	1	1	0x01		0	
28427	41.265196000	0x81	1	1	0x01		64	
28428	41.265218000	0x81	1	1	0x01		0	
28429	41.269196000	0x81	1	1	0x01		64	
28430	41.269217000	0x81	1	1	0x01		0	
28431	41.273194000	0x81	1	1	0x01		64	
28432	41.273216000	0x81	1	1	0x01		0	
28433	41.277192000	0x81	1	1	0x01		64	
28434	41.277212000	0x81	1	1	0x01		0	
28437	41.281198000	0x81	1	1	0x01		64	
28438	41.281223000	0x81	1	1	0x01		0	
28439	41.285194000	0x81	1	1	0x01		64	
28440	41.285216000	0x81	1	1	0x01		0	
28441	41.289193000	0x81	1	1	0x01		64	
28442	41.289212000	0x81	1	1	0x01		0	
28443	41.293193000	0x81	1	1	0x01		64	
28444	41.293214000	0x81	1	1	0x01		0	
28445	41.297193000	0x81	1	1	0x01		64	
28446	41.297213000	0x81	1	1	0x01		0	
28447	41.301200000	0x81	1	1	0x01		64	
28448	41.301220000	0x81	1	1	0x01		0	
28451	41.305197000	0x81	1	1	0x01		64	
28452	41.305229000	0x81	1	1	0x01		0	
28453	41.309195000	0x81	1	1	0x01		64	
28454	41.309215000	0x81	1	1	0x01		0	
28455	41.313194000	0x81	1	1	0x01		64	
28456	41.313214000	0x81	1	1	0x01		0	
28457	41.317194000	0x81	1	1	0x01		64	
28458	41.317220000	0x81	1	1	0x01		0	
28459	41.321194000	0x81	1	1	0x01		64	
28460	41.321226000	0x81	1	1	0x01		0	
28465	41.325192000	0x81	1	1	0x01		64	
28466	41.325205000	0x81	1	1	0x01		0	
28469	41.329271000	0x81	1	1	0x01		64	
28470	41.329294000	0x81	1	1	0x01		0	
28471	41.333194000	0x81	1	1	0x01		64	
28472	41.333215000	0x81	1	1	0x01		0	
28473	41.337195000	0x81	1	1	0x01		64	
28474	41.337216000	0x81	1	1	0x01		0	
28475	41.341238000	0x81	1	1	0x01		64	
28476	41.341260000	0x81	1	1	0x01		0	
28479	41.345194000	0x81	1	1	0x01		64	
28480	41.345216000	0x81	1	1	0x01		0	
28481	41.349198000	0x81	1	1	0x01		64	
28482	41.349223000	0x81	1	1	0x01		0	
28483	41.353207000	0x81	1	1	0x01		64	
28484	41.353226000	0x81	1	1	0x01		0	
28485	41.357195000	0x81	1	1	0x01		64	
28486	41.357217000	0x81	1	1	0x01		0	
28487	41.361193000	0x81	1	1	0x01		64	
28488	41.361213000	0x81	1	1	0x01		0	
28491	41.365200000	0x81	1	1	0x01		64	
28492	41.365225000	0x81	1	1	0x01		0	
28493	41.369194000	0x81	1	1	0x01		64	
28494	41.369215000	0x81	1	1	0x01		0	
28495	41.373193000	0x81	1	1	0x01		64	
28496	41.373213000	0x81	1	1	0x01		0	
28497	41.377226000	0x81	1	1	0x01		64	
28498	41.377246000	0x81	1	1	0x01		0	
28501	41.381197000	0x81	1	1	0x01		64	
28502	41.381212000	0x81	1	1	0x01		0	
28503	41.385194000	0x81	1	1	0x01		64	
28504	41.385213000	0x81	1	1	0x01		0	
28505	41.389202000	0x81	1	1	0x01		64	
28506	41.389226000	0x81	1	1	0x01		0	
28507	41.393195000	0x81	1	1	0x01		64	
28508	41.393217000	0x81	1	1	0x01		0	
28513	41.397197000	0x81	1	1	0x01		64	
28514	41.397215000	0x81	1	1	0x01		0	
28515	41.401207000	0x81	1	1	0x01		64	
28516	41.401247000	0x81	1	1	0x01		0	
28517	41.405194000	0x81	1	1	0x01		64	
28518	41.405214000	0x81	1	1	0x01		0	
28519	41.409194000	0x81	1	1	0x01		64	
28520	41.409213000	0x81	1	1	0x01		0	
28521	41.413240000	0x81	1	1	0x01		64	
28522	41.413267000	0x81	1	1	0x01		0	
28523	41.417193000	0x81	1	1	0x01		64	
28524	41.417213000	0x81	1	1	0x01		0	
28527	41.421193000	0x81	1	1	0x01		64	
28528	41.421204000	0x81	1	1	0x01		0	
28531	41.425328000	0x81	1	1	0x01		64	
28532	41.425349000	0x81	1	1	0x01		0	
28533	41.429194000	0x81	1	1	0x01		64	
28534	41.429214000	0x81	1	1	0x01		0	
28535	41.433194000	0x81	1	1	0x01		64	
28536	41.433214000	0x81	1	1	0x01		0	
28537	41.437193000	0x81	1	1	0x01		64	
28538	41.437212000	0x81	1	1	0x01		0	
28539	41.441194000	0x81	1	1	0x01		64	
28540	41.441215000	0x81	1	1	0x01		0	
28543	41.445195000	0x81	1	1	0x01		64	
28544	41.445219000	0x81	1	1	0x01		0	
28545	41.449195000	0x81	1	1	0x01		64	
28546	41.449216000	0x81	1	1	0x01		0	
28547	41.453195000	0x81	1	1	0x01		64	
28548	41.453213000	0x81	1	1	0x01		0	
28549	41.457195000	0x81	1	1	0x01		64	
28550	41.457215000	0x81	1	1	0x01		0	
28553	41.461193000	0x81	1	1	0x01		64	
28554	41.461206000	0x81	1	1	0x01		0	
28555	41.465195000	0x81	1	1	0x01		64	
28556	41.465215000	0x81	1	1	0x01		0	
28557	41.469265000	0x81	1	1	0x01		64	
28558	41.469285000	0x81	1	1	0x01		0	
28559	41.473193000	0x81	1	1	0x01		64	
28560	41.473211000	0x81	1	1	0x01		0	
28561	41.477194000	0x81	1	1	0x01		64	
28562	41.477213000	0x81	1	1	0x01		0	
28567	41.481197000	0x81	1	1	0x01		64	
28568	41.481212000	0x81	1	1	0x01		0	
28569	41.485195000	0x81	1	1	0x01		64	
28570	41.485215000	0x81	1	1	0x01		0	
28571	41.489194000	0x81	1	1	0x01		64	
28572	41.489212000	0x81	1	1	0x01		0	
28573	41.493198000	0x81	1	1	0x01		64	
28574	41.493218000	0x81	1	1	0x01		0	
28575	41.497194000	0x81	1	1	0x01		64	
28576	41.497217000	0x81	1	1	0x01		0	
28581	41.501194000	0x81	1	1	0x01		64	
28582	41.501207000	0x81	1	1	0x01		0	
28583	41.505195000	0x81	1	1	0x01		64	
28584	41.505217000	0x81	1	1	0x01		0	
28585	41.509195000	0x81	1	1	0x01		64	
28586	41.509215000	0x81	1	1	0x01		0	
28587	41.513194000	0x81	1	1	0x01		64	
28588	41.513214000	0x81	1	1	0x01		0	
28589	41.517292000	0x81	1	1	0x01		64	
28590	41.517311000	0x81	1	1	0x01		0	
28593	41.521196000	0x81	1	1	0x01		64	
28594	41.521216000	0x81	1	1	0x01		0	
28595	41.525194000	0x81	1	1	0x01		64	
28596	41.525213000	0x81	1	1	0x01		0	
28597	41.529199000	0x81	1	1	0x01		64	
28598	41.529229000	0x81	1	1	0x01		0	
28599	41.533194000	0x81	1	1	0x01		64	
28600	41.533213000	0x81	1	1	0x01		0	
28601	41.537195000	0x81	1	1	0x01		64	
28602	41.537214000	0x81	1	1	0x01		0	
28603	41.541247000	0x81	1	1	0x01		64	
28604	41.541281000	0x81	1	1	0x01		0	
28607	41.545195000	0x81	1	1	0x01		64	
28608	41.545215000	0x81	1	1	0x01		0	
28609	41.549196000	0x81	1	1	0x01		64	
28610	41.549220000	0x81	1	1	0x01		0	
28611	41.553206000	0x81	1	1	0x01		64	
28612	41.553228000	0x81	1	1	0x01		0	
28613	41.557195000	0x81	1	1	0x01		64	
28614	41.557214000	0x81	1	1	0x01		0	
28615	41.561195000	0x81	1	1	0x01		64	
28616	41.561214000	0x81	1	1	0x01		0	
28621	41.565212000	0x81	1	1	0x01		64	
28622	41.565238000	0x81	1	1	0x01		0	
28623	41.569198000	0x81	1	1	0x01		64	
28624	41.569217000	0x81	1	1	0x01		0	
28625	41.573196000	0x81	1	1	0x01		64	
28626	41.573214000	0x81	1	1	0x01		0	
28627	41.577235000	0x81	1	1	0x01		64	
28628	41.577256000	0x81	1	1	0x01		0	
28629	41.581195000	0x81	1	1	0x01		64	
28630	41.581215000	0x81	1	1	0x01		0	
28631	41.585196000	0x81	1	1	0x01		64	
28632	41.585215000	0x81	1	1	0x01		0	
28637	41.589195000	0x81	1	1	0x01		64	
28638	41.589208000	0x81	1	1	0x01		0	
28639	41.593195000	0x81	1	1	0x01		64	
28640	41.593213000	0x81	1	1	0x01		0	
28641	41.597195000	0x81	1	1	0x01		64	
28642	41.597214000	0x81	1	1	0x01		0	
28643	41.601197000	0x81	1	1	0x01		64	
28644	41.601223000	0x81	1	1	0x01		0	
28647	41.605198000	0x81	1	1	0x01		64	
28648	41.605219000	0x81	1	1	0x01		0	
28649	41.609196000	0x81	1	1	0x01		64	
28650	41.609216000	0x81	1	1	0x01		0	
28651	41.613200000	0x81	1	1	0x01		64	
28652	41.613222000	0x81	1	1	0x01		0	
28653	41.617195000	0x81	1	1	0x01		64	
28654	41.617215000	0x81	1	1	0x01		0	
28655	41.621195000	0x81	1	1	0x01		64	
28656	41.621214000	0x81	1	1	0x01		0	
28657	41.625243000	0x81	1	1	0x01		64	
28658	41.625276000	0x81	1	1	0x01		0	
28661	41.629198000	0x81	1	1	0x01		64	
28662	41.629219000	0x81	1	1	0x01		0	
28663	41.633195000	0x81	1	1	0x01		64	
28664	41.633214000	0x81	1	1	0x01		0	
28665	41.637310000	0x81	1	1	0x01		64	
28666	41.637333000	0x81	1	1	0x01		0	
28671	41.641199000	0x81	1	1	0x01		64	
28672	41.641212000	0x81	1	1	0x01		0	
28673	41.645196000	0x81	1	1	0x01		64	
28674	41.645216000	0x81	1	1	0x01		0	
28675	41.649196000	0x81	1	1	0x01		64	
28676	41.649214000	0x81	1	1	0x01		0	
28677	41.653196000	0x81	1	1	0x01		64	
28678	41.653215000	0x81	1	1	0x01		0	
28679	41.657196000	0x81	1	1	0x01		64	
28680	41.657214000	0x81	1	1	0x01		0	
28685	41.661196000	0x81	1	1	0x01		64	
28686	41.661210000	0x81	1	1	0x01		0	
28687	41.665196000	0x81	1	1	0x01		64	
28688	41.665216000	0x81	1	1	0x01		0	
28689	41.669196000	0x81	1	1	0x01		64	
28690	41.669215000	0x81	1	1	0x01		0	
28691	41.673199000	0x81	1	1	0x01		64	
28692	41.673220000	0x81	1	1	0x01		0	
28693	41.677197000	0x81	1	1	0x01		64	
28694	41.677219000	0x81	1	1	0x01		0	
28695	41.681196000	0x81	1	1	0x01		64	
28696	41.681215000	0x81	1	1	0x01		0	
28699	41.685199000	0x81	1	1	0x01		64	
28700	41.685230000	0x81	1	1	0x01		0	
28701	41.689199000	0x81	1	1	0x01		64	
28702	41.689219000	0x81	1	1	0x01		0	
